city,price,livingArea,lotSizeUnit,lotSize,propertyType,yearBuilt
Modesto,549900,1719,squareFeet,7522.812,singleFamily,1972
Modesto,675000,1939,squareFeet,9095.328,singleFamily,1957
Modesto,355000,1516,squareFeet,5401.44,singleFamily,1997
Modesto,469900,1782,squareFeet,6298.776,singleFamily,1961
Modesto,410000,1123,squareFeet,6599.34,singleFamily,1967
Modesto,699000,2274,squareFeet,10001.376,singleFamily,1974
Modesto,749000,2958,acres,1.61,singleFamily,1973
Modesto,199950,1270,squareFeet,7749.324,multiFamily,1920
Modesto,429000,1381,squareFeet,5980.788,singleFamily,1976
Modesto,410000,1366,squareFeet,6599.34,singleFamily,1962
Modesto,387000,1187,squareFeet,7501.032,singleFamily,1949
Modesto,449000,1789,squareFeet,5000.688,singleFamily,1992
Modesto,829000,2832,squareFeet,8772.984,singleFamily,1983
Modesto,385000,976,squareFeet,6372.828,singleFamily,1948
Modesto,439000,1749,squareFeet,5998.212,singleFamily,1983
Fayetteville,189900,1731,squareFeet,10454.4,singleFamily,1976
Fayetteville,270000,1771,acres,0.35,singleFamily,1987
Fayetteville,395000,2625,acres,0.39,singleFamily,2016
Fayetteville,165000,1283,acres,0.6,singleFamily,1963
Fayetteville,215000,1146,acres,0.33999999999999997,singleFamily,1997
Fayetteville,205000,1152,acres,0.49000000000000005,singleFamily,1993
Fayetteville,245000,1188,acres,6.4,singleFamily,2007
Fayetteville,119900,1342,acres,0.43,singleFamily,1981
Fayetteville,285000,2156,acres,0.27,singleFamily,1991
Fayetteville,179999,1050,squareFeet,10018.8,singleFamily,1966
Fayetteville,185000,1316,acres,0.33999999999999997,singleFamily,1952
Fayetteville,425000,2133,squareFeet,10018.8,singleFamily,1958
Fayetteville,274900,2057,acres,0.4,singleFamily,2004
Fayetteville,399999,2682,acres,0.39,singleFamily,2000
Fayetteville,184900,1261,acres,0.29,singleFamily,1964
Fayetteville,220000,1296,acres,8.78,singleFamily,1984
Fayetteville,210000,1600,acres,0.26,singleFamily,1947
Fayetteville,490000,2705,acres,3.66,singleFamily,2024
Tacoma,1084000,3466,squareFeet,8999.496,singleFamily,1949
Tacoma,449988,1028,squareFeet,8398.368,singleFamily,1954
Tacoma,689000,2169,squareFeet,5998.212,singleFamily,1950
Tacoma,329000,1828,squareFeet,3698.244,singleFamily,1910
Tacoma,750000,2100,squareFeet,5201.064,singleFamily,1888
Tacoma,300000,1279,squareFeet,5998.212,singleFamily,1958
Tacoma,465000,1452,squareFeet,6202.944,singleFamily,2000
Tacoma,424995,2450,squareFeet,5850.108,singleFamily,1910
Tacoma,859900,3083,squareFeet,10188.684,singleFamily,1998
Tacoma,390000,1640,squareFeet,5710.716,singleFamily,1950
Tacoma,560000,1320,squareFeet,7400.844,singleFamily,1984
Tacoma,699950,1085,acres,0.4734,singleFamily,1940
Tacoma,20000,0,squareFeet,5218.488,land,
Tacoma,395000,693,squareFeet,5998.212,singleFamily,1942
Tacoma,330000,1480,squareFeet,5850.108,singleFamily,1902
Tacoma,2350000,5860,squareFeet,6503.508,multiFamily,2022
Tacoma,550000,2280,squareFeet,4917.924,singleFamily,1927
Tacoma,1395000,3130,acres,0.3375,singleFamily,1986
Tacoma,525000,1470,acres,0.6348,singleFamily,1960
Tacoma,500000,1390,squareFeet,5998.212,singleFamily,1988
Tacoma,479900,2676,squareFeet,5401.44,singleFamily,1927
Tacoma,455000,1721,squareFeet,6250.86,singleFamily,1918
Tacoma,689950,2485,squareFeet,4874.364,singleFamily,1938
Tacoma,425000,1180,squareFeet,3001.284,singleFamily,1896
Tacoma,375000,1902,squareFeet,6285.708,singleFamily,2008
Oxnard,6850000,3727,squareFeet,9583.0,singleFamily,2013
Oxnard,649999,1454,squareFeet,6098.0,singleFamily,1971
Oxnard,475000,1360,squareFeet,1360.0,manufactured,1983
Oxnard,650000,1650,squareFeet,5227.0,singleFamily,1976
Oxnard,579900,1160,squareFeet,4791.0,singleFamily,1948
Oxnard,549900,1176,squareFeet,5000.0,singleFamily,1950
Oxnard,775000,1548,squareFeet,5662.0,singleFamily,1969
Oxnard,615000,1032,squareFeet,5662.8,singleFamily,1952
Oxnard,789500,1570,squareFeet,6080.0,singleFamily,1949
Oxnard,699900,1333,squareFeet,6098.0,singleFamily,1948
Oxnard,889000,1612,squareFeet,10018.0,singleFamily,1987
Oxnard,550000,1124,squareFeet,3049.0,condo,1973
Oxnard,729999,1489,squareFeet,7157.0,singleFamily,1980
Oxnard,2690000,3131,squareFeet,4080.0,singleFamily,2004
Oxnard,600000,1519,squareFeet,1519.0,townhome,2007
Oxnard,650000,1465,squareFeet,4336.0,singleFamily,1950
Oxnard,949000,2578,squareFeet,8138.0,singleFamily,1956
Oxnard,3599995,4766,squareFeet,4791.0,singleFamily,1972
Oxnard,565000,627,squareFeet,7000.0,singleFamily,1925
Oxnard,524000,1019,squareFeet,871.2,condo,1973
Fontana,719000,1981,squareFeet,7200.0,singleFamily,1990
Fontana,350000,800,squareFeet,2000.0,singleFamily,1986
Fontana,450000,1354,squareFeet,8100.0,singleFamily,1962
Fontana,650000,1447,squareFeet,5183.0,singleFamily,1987
Fontana,595000,1227,squareFeet,8400.0,singleFamily,1949
Fontana,616000,1194,squareFeet,7320.0,singleFamily,1952
Fontana,299990,1116,squareFeet,1116.0,condo,1981
Fontana,870000,3062,squareFeet,6300.0,singleFamily,2005
Fontana,630000,1913,acres,0.26400367309458217,singleFamily,1999
Fontana,1375000,3682,squareFeet,7775.0,multiFamily,2025
Fontana,425000,1329,squareFeet,9300.0,singleFamily,1954
Fontana,630000,1453,squareFeet,8640.0,singleFamily,1952
Fontana,605000,1295,squareFeet,8316.0,singleFamily,1956
Fontana,575000,1172,squareFeet,4800.0,singleFamily,1988
Fontana,590000,1263,squareFeet,7200.0,singleFamily,1984
Fontana,569999,1338,squareFeet,3600.0,singleFamily,1986
Fontana,765000,1955,squareFeet,4913.0,singleFamily,1998
Fontana,330000,1259,squareFeet,1259.0,condo,1985
Fontana,520000,1003,squareFeet,3600.0,singleFamily,1986
Fontana,700000,2292,squareFeet,4015.0,singleFamily,2015
Fontana,750000,913,acres,0.4797979797979798,singleFamily,1949
Fontana,599900,1963,squareFeet,1330.0,condo,2022
Fontana,710000,2202,squareFeet,6000.0,singleFamily,1998
Fontana,579000,1567,squareFeet,4100.0,singleFamily,1988
Fontana,549000,1280,squareFeet,3800.0,singleFamily,1988
Columbus,350000,2350,acres,0.45,singleFamily,1959
Columbus,350000,1900,squareFeet,6534.0,singleFamily,1999
Columbus,184900,888,squareFeet,8276.4,singleFamily,1957
Columbus,689900,2207,squareFeet,10018.8,singleFamily,1949
Columbus,375000,1534,squareFeet,7405.2,singleFamily,1979
Columbus,315000,1344,acres,0.38,singleFamily,1986
Columbus,325000,1435,squareFeet,6534.0,singleFamily,1987
Columbus,200000,1500,squareFeet,6534.0,singleFamily,1957
Columbus,315000,2132,squareFeet,5662.8,singleFamily,2003
Columbus,1195000,4139,acres,0.74,singleFamily,1920
Columbus,369900,1540,squareFeet,2613.6,singleFamily,1900
Columbus,197600,1787,squareFeet,6969.6,singleFamily,1999
Columbus,225000,1064,squareFeet,871.2,condo,1988
Columbus,285000,1434,squareFeet,6969.6,singleFamily,2004
Columbus,211900,1819,squareFeet,5227.2,singleFamily,1942
Columbus,335000,1020,squareFeet,6098.4,singleFamily,1942
Columbus,239900,979,squareFeet,5662.8,singleFamily,1953
Columbus,425000,1600,squareFeet,4356.0,singleFamily,2019
Columbus,319900,1950,acres,0.35,singleFamily,1956
Columbus,294900,2316,squareFeet,10454.4,singleFamily,1978
Columbus,348900,1535,squareFeet,4791.6,singleFamily,1930
Columbus,399900,1853,squareFeet,7405.2,singleFamily,1993
Columbus,479900,1720,squareFeet,3484.8,singleFamily,1920
Columbus,415000,1027,squareFeet,5227.2,singleFamily,1947
Columbus,519999,2755,squareFeet,8276.4,singleFamily,2000
Montgomery,134500,2469,acres,0.27999999999999997,singleFamily,1940
Montgomery,229900,2011,acres,0.3,singleFamily,1974
Montgomery,199900,1513,acres,0.31,singleFamily,1991
Montgomery,350000,3516,acres,1.0,singleFamily,1985
Montgomery,134000,1532,acres,0.36,singleFamily,1954
Montgomery,175900,1831,acres,0.29,singleFamily,1963
Montgomery,59900,1165,squareFeet,8712.0,singleFamily,1950
Montgomery,89500,2152,squareFeet,9147.6,singleFamily,1966
Montgomery,1100000,4955,acres,0.45,singleFamily,2003
Montgomery,375000,2692,acres,0.33999999999999997,singleFamily,1995
Montgomery,69000,4798,acres,0.27,singleFamily,1950
Montgomery,255000,1784,squareFeet,10234.0,singleFamily,1992
Montgomery,299900,2015,acres,0.35,singleFamily,1997
Montgomery,212000,1446,squareFeet,4472.0,singleFamily,2008
Montgomery,215000,1478,squareFeet,9147.6,singleFamily,2008
Montgomery,104900,2149,acres,0.25,singleFamily,1953
Montgomery,365000,2437,acres,0.8400000000000001,singleFamily,1980
Montgomery,315000,2203,acres,0.27,singleFamily,1997
Montgomery,154900,1687,acres,0.31,singleFamily,1986
Montgomery,179000,2462,acres,0.25,singleFamily,1940
Montgomery,459900,2873,acres,0.48,singleFamily,1997
Montgomery,350000,3674,acres,1.0,singleFamily,2003
Montgomery,174900,2300,acres,9540.0,singleFamily,1976
Montgomery,269900,1847,squareFeet,10454.4,singleFamily,2002
Montgomery,206000,2198,acres,0.37,singleFamily,1966
Moreno Valley,498000,1514,squareFeet,7841.0,singleFamily,1990
Moreno Valley,580000,1434,squareFeet,7405.0,singleFamily,1977
Moreno Valley,399900,1612,squareFeet,7405.0,singleFamily,1984
Moreno Valley,499000,1534,squareFeet,7841.0,singleFamily,1980
Moreno Valley,489999,1008,squareFeet,6534.0,singleFamily,1957
Moreno Valley,550000,1949,squareFeet,7405.2,singleFamily,1984
Moreno Valley,375000,952,squareFeet,7405.0,singleFamily,1956
Moreno Valley,555900,2233,squareFeet,6970.0,singleFamily,1991
Moreno Valley,549800,1707,squareFeet,6970.0,singleFamily,1989
Moreno Valley,764999,3474,acres,0.37998163452708905,singleFamily,2007
Moreno Valley,525000,2073,squareFeet,7841.0,singleFamily,1985
Moreno Valley,399900,400,acres,0.46999540863177225,singleFamily,1948
Moreno Valley,547000,1316,squareFeet,7405.0,singleFamily,1985
Moreno Valley,730000,1817,acres,0.8600091827364554,singleFamily,1978
Moreno Valley,519000,1567,squareFeet,7405.0,singleFamily,1986
Moreno Valley,539000,1901,squareFeet,7841.0,singleFamily,1996
Moreno Valley,539999,1588,squareFeet,6970.0,singleFamily,1988
Moreno Valley,499900,1635,squareFeet,7405.0,singleFamily,2002
Moreno Valley,539000,1314,squareFeet,4792.0,singleFamily,1984
Moreno Valley,588000,2312,squareFeet,2880.0,singleFamily,2021
Moreno Valley,795000,2278,acres,0.3,singleFamily,1987
Moreno Valley,585000,1707,squareFeet,7405.0,singleFamily,1988
Moreno Valley,749900,2280,acres,1.84,singleFamily,1981
Moreno Valley,449000,1165,squareFeet,8276.0,singleFamily,1983
Shreveport,194000,1044,squareFeet,8363.52,singleFamily,1967
Shreveport,140000,1214,acres,0.304,singleFamily,1959
Shreveport,274500,2816,squareFeet,10802.88,singleFamily,1937
Shreveport,275000,2726,acres,0.454,singleFamily,2003
Shreveport,225000,1947,squareFeet,9452.52,singleFamily,1960
Shreveport,259900,2400,acres,0.31,singleFamily,1955
Shreveport,699000,4009,acres,0.39310000000000006,singleFamily,1985
Shreveport,360000,2411,squareFeet,8450.64,singleFamily,2011
Shreveport,189900,1437,squareFeet,8015.04,singleFamily,1950
Shreveport,199900,1495,squareFeet,6969.6,singleFamily,2014
Shreveport,190000,1723,acres,0.305,singleFamily,2017
Shreveport,280000,2081,squareFeet,10846.44,singleFamily,1981
Shreveport,174900,2040,squareFeet,10018.8,singleFamily,1950
Shreveport,9900,1034,squareFeet,6577.56,singleFamily,1950
Shreveport,359900,2291,squareFeet,10323.72,singleFamily,2010
Shreveport,259000,1865,squareFeet,10497.96,singleFamily,1987
Shreveport,235000,1943,acres,1.974,singleFamily,1973
Shreveport,1485000,4468,acres,0.5870000000000001,singleFamily,2025
Shreveport,169900,2140,squareFeet,8015.04,singleFamily,1957
Shreveport,196500,1709,acres,0.262,singleFamily,1970
Shreveport,130000,2064,squareFeet,6708.24,singleFamily,1954
Shreveport,259950,1613,acres,0.45999999999999996,singleFamily,2006
Shreveport,1599250,6039,acres,4.505,singleFamily,1971
Shreveport,430000,3910,acres,0.78,singleFamily,1967
Shreveport,195000,2279,acres,0.25,singleFamily,1958
Aurora,2488000,,squareFeet,6195.0476,singleFamily,
Aurora,3529000,,squareFeet,0.237,singleFamily,
Aurora,1788000,,squareFeet,4736.12,singleFamily,
Aurora,1249000,,squareFeet,3068.4896,townhome,
Aurora,998888,1732,squareFeet,3343.61,singleFamily,1994
Aurora,1349900,,squareFeet,4628.2686,singleFamily,
Aurora,2799880,,squareFeet,8548.5022,singleFamily,
Aurora,3360000,,acres,2.7548,singleFamily,
Aurora,5900900,,squareFeet,1.02,singleFamily,
Aurora,13900000,,acres,2.1264,singleFamily,
Aurora,13800000,,squareFeet,36.29,singleFamily,
Aurora,939900,,squareFeet,3450.0,townhome,
Aurora,2890000,,acres,0.3000440771349862,singleFamily,
Aurora,1748000,,squareFeet,5070.2,singleFamily,
Aurora,2625000,,squareFeet,7500.0,singleFamily,
Aurora,1668800,,squareFeet,4620.0,singleFamily,
Aurora,1799000,,squareFeet,8322.0,singleFamily,
Aurora,985000,,squareFeet,2507.0,singleFamily,
Aurora,4899000,,acres,0.953452803030303,singleFamily,
Aurora,915000,,squareFeet,4320.0,singleFamily,
Aurora,1190000,,squareFeet,4003.3966,singleFamily,
Yonkers,550000,1734,squareFeet,3920.0,townhome,1968
Yonkers,750000,1970,squareFeet,7841.0,singleFamily,1928
Yonkers,149999,956,acres,0.5600091827364555,condo,1949
Yonkers,419990,1792,squareFeet,1307.0,singleFamily,1896
Yonkers,605000,1620,squareFeet,4356.0,singleFamily,1949
Yonkers,849000,3444,acres,0.28000459136822775,singleFamily,1919
Yonkers,880000,3095,squareFeet,5663.0,singleFamily,1963
Yonkers,685000,1474,squareFeet,4792.0,singleFamily,1953
Yonkers,669000,1668,squareFeet,3920.0,singleFamily,1969
Yonkers,435000,789,acres,0.6644628099173554,condo,1989
Yonkers,599000,1014,squareFeet,9583.0,singleFamily,1952
Yonkers,499000,1200,squareFeet,1742.0,condo,1970
Yonkers,769000,1843,squareFeet,4792.0,multiFamily,1910
Yonkers,440000,1082,squareFeet,2178.0,singleFamily,1902
Yonkers,550000,1920,squareFeet,1742.0,multiFamily,1962
Yonkers,789000,1448,squareFeet,4792.0,singleFamily,1925
Akron,285000,2190,squareFeet,8398.368,singleFamily,1932
Akron,189900,1403,acres,0.631,singleFamily,1946
Akron,199900,1110,acres,0.41319999999999996,singleFamily,1931
Akron,199900,1116,squareFeet,10001.376,singleFamily,1946
Akron,225000,1846,squareFeet,10798.524,singleFamily,1947
Akron,375000,2986,acres,0.303,singleFamily,1955
Akron,234900,1633,squareFeet,6599.34,singleFamily,1961
Akron,165000,1195,squareFeet,8803.476,singleFamily,1938
Akron,140000,1440,acres,0.3402,multiFamily,1978
Akron,439900,3116,acres,0.55,singleFamily,1990
Akron,141000,1811,squareFeet,5488.56,singleFamily,1911
Akron,180000,1663,squareFeet,7021.872,singleFamily,1939
Akron,164999,1296,acres,0.8988,singleFamily,1935
Akron,249900,1440,acres,1.07,singleFamily,1966
Akron,135000,737,squareFeet,10798.524,singleFamily,1955
Akron,350000,2770,squareFeet,7000.092,singleFamily,1929
Akron,249900,,squareFeet,3998.808,singleFamily,1941
Akron,249900,1770,acres,0.78,singleFamily,1953
Akron,219900,1008,acres,1.4,singleFamily,1962
Akron,174900,1458,acres,0.6818,singleFamily,1955
Akron,750000,2904,acres,0.491,singleFamily,1914
Akron,279000,1565,acres,0.2722,singleFamily,1958
Akron,635000,4071,acres,0.7458,singleFamily,1950
Akron,375000,2138,acres,1.88,singleFamily,1965
Akron,235000,2026,squareFeet,8646.66,singleFamily,1929
Huntington Beach,1279000,1932,squareFeet,4200.0,singleFamily,1979
Huntington Beach,2150000,2236,squareFeet,10368.0,singleFamily,1975
Huntington Beach,1699000,2800,squareFeet,4898.0,singleFamily,1966
Huntington Beach,1345000,1949,squareFeet,6000.0,singleFamily,1962
Huntington Beach,1349999,1416,squareFeet,6030.0,singleFamily,1969
Huntington Beach,549999,1272,acres,2.1868,condo,1980
Huntington Beach,335000,1560,squareFeet,2969.0,manufactured,2003
Huntington Beach,529999,1254,squareFeet,814.0,singleFamily,1964
Huntington Beach,1799000,2114,squareFeet,6000.0,singleFamily,1968
Huntington Beach,1588000,1905,squareFeet,6000.0,singleFamily,1964
Huntington Beach,1149000,1232,squareFeet,7000.0,singleFamily,1962
Huntington Beach,2350000,3112,squareFeet,6120.0,singleFamily,1969
Huntington Beach,1750000,2413,squareFeet,2938.0,singleFamily,1979
Huntington Beach,1385000,1484,squareFeet,6360.0,singleFamily,1959
Huntington Beach,1175000,2150,acres,2.3936,singleFamily,1987
Huntington Beach,1385000,2049,squareFeet,6000.0,singleFamily,1965
Huntington Beach,2349000,2057,squareFeet,2581.0,singleFamily,1975
Huntington Beach,1225000,1127,squareFeet,6020.0,singleFamily,1960
Huntington Beach,1698000,1890,squareFeet,1503.0,singleFamily,1974
Huntington Beach,1799000,2242,squareFeet,6000.0,singleFamily,1967
Huntington Beach,1399000,1681,squareFeet,6120.0,singleFamily,1965
Huntington Beach,925000,781,acres,1.8714,condo,1987
Huntington Beach,1995000,2561,squareFeet,3144.0,singleFamily,2003
Little Rock,389900,2950,acres,0.25,singleFamily,1995
Little Rock,59900,1470,squareFeet,9147.6,singleFamily,1974
Little Rock,215000,1754,acres,5.24,singleFamily,1999
Little Rock,189000,1959,acres,1.14,singleFamily,1950
Little Rock,395000,2169,squareFeet,7840.8,singleFamily,1959
Little Rock,1695000,3489,acres,21.0,singleFamily,2016
Little Rock,529000,3509,acres,0.27,singleFamily,1996
Little Rock,375000,2149,squareFeet,8712.0,singleFamily,1991
Little Rock,395000,2555,squareFeet,6969.6,singleFamily,1925
Little Rock,459900,2508,squareFeet,10454.4,singleFamily,2008
Little Rock,135000,1296,squareFeet,6969.6,singleFamily,2015
Little Rock,600000,2725,squareFeet,1306.8,singleFamily,2021
Little Rock,3500000,8830,acres,0.96,singleFamily,2002
Little Rock,125000,1136,squareFeet,6969.6,singleFamily,1986
Little Rock,269000,1806,squareFeet,10454.4,singleFamily,1960
Little Rock,318900,1752,squareFeet,3484.8,townhome,2017
Little Rock,105000,1040,squareFeet,0.0,singleFamily,1954
Little Rock,509900,3382,acres,0.29,singleFamily,1995
Little Rock,438800,2484,acres,5.88,singleFamily,1972
Little Rock,210000,1958,acres,0.25,singleFamily,1964
Little Rock,435000,1772,squareFeet,0.0,singleFamily,1928
Little Rock,177000,1265,squareFeet,8276.4,singleFamily,2010
Little Rock,160000,1403,squareFeet,7840.8,singleFamily,1965
Little Rock,173900,1179,squareFeet,8276.4,singleFamily,1964
Amarillo,2299000,6113,acres,0.9,singleFamily,2017
Amarillo,210000,1848,acres,2.75,singleFamily,1995
Amarillo,699000,5785,acres,3.92,singleFamily,1998
Amarillo,360000,3604,acres,2.5,singleFamily,1997
Amarillo,415000,3460,acres,0.26,singleFamily,1960
Amarillo,685000,2365,acres,5.0,singleFamily,1998
Amarillo,219900,2052,squareFeet,5227.2,singleFamily,1978
Amarillo,515000,2392,acres,1.0,singleFamily,2025
Amarillo,337000,2296,acres,1.0,singleFamily,1979
Amarillo,415000,2639,squareFeet,9583.2,singleFamily,2003
Amarillo,480000,2733,acres,1.0,singleFamily,2021
Amarillo,230000,2488,acres,1.06,singleFamily,2003
Amarillo,224000,1436,squareFeet,6534.0,singleFamily,2011
Amarillo,225000,1258,acres,0.64,singleFamily,1961


