city,price,livingArea,lotSizeUnit,lotSize,propertyType,yearBuilt
New York,2695000,3885,acres,0.27,singleFamily,1998
New York,599000,1330,squareFeet,2451.0,singleFamily,1988
New York,769000,1144,squareFeet,4791.6,singleFamily,1925
New York,699000,1452,squareFeet,2500.0,multiFamily,1930
New York,1098000,2093,squareFeet,2500.0,multiFamily,1940
New York,399999,924,squareFeet,924.0,singleFamily,1983
New York,1599500,2730,squareFeet,5662.8,singleFamily,2025
New York,699000,1680,squareFeet,2613.6,singleFamily,1980
New York,499000,960,squareFeet,4000.0,singleFamily,1950
New York,18000000,33000,acres,1.58,singleFamily,2000
New York,1190000,2516,squareFeet,6969.6,singleFamily,1980
New York,885000,2271,squareFeet,1792.0,multiFamily,1960
New York,899000,2583,squareFeet,2500.0,singleFamily,1985
New York,818000,1872,squareFeet,3920.4,singleFamily,1920
New York,1099000,2208,squareFeet,4356.0,singleFamily,1978
New York,639000,2700,squareFeet,4750.0,singleFamily,1949
Los Angeles,1699000,2382,squareFeet,6316.0,singleFamily,1963
Los Angeles,1700000,2371,squareFeet,6403.0,singleFamily,1928
Los Angeles,1979000,2610,acres,0.5143021120293848,singleFamily,1922
Los Angeles,799999,1734,squareFeet,6534.0,singleFamily,1954
Los Angeles,899000,1998,squareFeet,7502.0,singleFamily,1954
Los Angeles,825000,1400,squareFeet,7863.0,singleFamily,1959
Los Angeles,800000,2391,squareFeet,4133.0,singleFamily,2020
Los Angeles,695000,2033,squareFeet,6052.0,singleFamily,1951
Los Angeles,200000,7896,squareFeet,6372.828,multiFamily,1926
Los Angeles,177000000,35000,acres,1.2218,singleFamily,
Los Angeles,1299000,1655,squareFeet,7374.708,singleFamily,1949
Los Angeles,699900,1747,acres,1.68,condo,1970
Los Angeles,799500,1275,squareFeet,7202.0,singleFamily,1955
Los Angeles,1699000,1938,squareFeet,7814.0,singleFamily,1952
Los Angeles,1136900,1914,squareFeet,5000.0,singleFamily,1928
Los Angeles,3495000,3426,squareFeet,7775.46,singleFamily,1955
Los Angeles,1299000,2220,squareFeet,10406.484,singleFamily,1959
Los Angeles,2599000,2886,acres,0.2787,singleFamily,1940
Los Angeles,2999000,3668,squareFeet,5536.476,singleFamily,2019
Los Angeles,2749000,3000,squareFeet,6372.828,singleFamily,1937
Los Angeles,1200000,1560,squareFeet,6160.0,singleFamily,1955
Los Angeles,1200000,1999,squareFeet,6917.0,singleFamily,1950
Chicago,515000,3000,squareFeet,2456.784,singleFamily,
Chicago,2875000,4455,squareFeet,3149.388,singleFamily,1895
Chicago,165000,1642,squareFeet,3125.0,singleFamily,1969
Chicago,699900,2198,squareFeet,8250.0,singleFamily,1931
Chicago,69000,1000,squareFeet,3125.0,singleFamily,1900
Chicago,1179000,2017,squareFeet,960.0,singleFamily,1901
Chicago,495000,2200,squareFeet,3125.0,singleFamily,
Chicago,99999,880,squareFeet,5418.0,singleFamily,1953
Houston,337000,2957,squareFeet,9448.164,singleFamily,1976
Houston,85000,908,acres,3.0289,townhome,1980
Houston,374000,2088,squareFeet,6403.32,singleFamily,1971
Houston,450000,2489,squareFeet,1637.856,singleFamily,2021
Houston,280000,3560,squareFeet,8681.508,singleFamily,1982
Houston,228000,2349,squareFeet,5998.212,singleFamily,2025
Houston,395000,3176,squareFeet,8468.064,singleFamily,1982
Houston,899000,1601,squareFeet,7501.032,singleFamily,1912
Houston,449000,3642,squareFeet,9600.624,singleFamily,1980
Houston,215000,1642,acres,0.2778,singleFamily,1968
Houston,230000,1560,squareFeet,6930.396,singleFamily,1983
Houston,585000,2674,squareFeet,10288.872,singleFamily,1969
Houston,315950,2408,squareFeet,9317.484,singleFamily,1971
Houston,445000,4900,squareFeet,9679.032,singleFamily,1983
Houston,244900,1378,squareFeet,7801.596,singleFamily,1981
Houston,250000,2312,squareFeet,9134.0,singleFamily,1970
Houston,450000,1551,squareFeet,9300.06,singleFamily,1957
Houston,6500000,7232,acres,0.6829999999999999,singleFamily,2022
Houston,249000,2184,squareFeet,6660.324,singleFamily,1950
Houston,419000,3300,squareFeet,7840.8,singleFamily,1975
Houston,1175000,4431,acres,0.5,singleFamily,1967
Houston,390000,3751,squareFeet,9199.872,singleFamily,1972
Houston,570000,5073,acres,0.2755,singleFamily,1983
Houston,228000,1549,squareFeet,4199.184,singleFamily,2025
Houston,275900,2203,squareFeet,8751.204,singleFamily,1966
Philadelphia,325000,1427,squareFeet,1299.0,townhome,1900
Philadelphia,458000,1979,acres,0.2515381083562902,singleFamily,1965
Philadelphia,400000,1392,squareFeet,1008.0,townhome,1925
Philadelphia,319000,1132,squareFeet,1633.0,townhome,1955
Philadelphia,440000,4701,squareFeet,9300.0,singleFamily,1925
Philadelphia,214900,884,squareFeet,480.0,townhome,1920
Philadelphia,450000,1751,squareFeet,1017.0,singleFamily,1925
Philadelphia,375000,1846,squareFeet,5541.0,singleFamily,1980
Philadelphia,125000,1040,squareFeet,798.0,townhome,1920
Philadelphia,499999,1760,squareFeet,1801.0,multiFamily,1960
Philadelphia,825000,2537,squareFeet,4356.0,singleFamily,1880
Philadelphia,259900,1404,squareFeet,2250.0,singleFamily,1943
Philadelphia,395000,2190,squareFeet,1742.0,townhome,1965
Philadelphia,109900,1110,squareFeet,1656.0,townhome,1925
Philadelphia,450000,1680,squareFeet,2511.0,singleFamily,1965
Philadelphia,349000,2628,squareFeet,4256.0,singleFamily,1925
Philadelphia,159900,1188,squareFeet,967.0,townhome,1920
Philadelphia,225000,1276,squareFeet,1880.0,singleFamily,1940
Philadelphia,400000,1704,squareFeet,2908.0,singleFamily,1928
Philadelphia,199900,975,squareFeet,1110.0,singleFamily,1890
Philadelphia,1885000,3910,squareFeet,1563.0,townhome,1920
Philadelphia,475000,1800,squareFeet,2057.0,singleFamily,1920
Philadelphia,699000,5175,acres,0.2867998163452709,singleFamily,1960
Philadelphia,315000,1800,squareFeet,1895.0,townhome,1968
Phoenix,735000,1782,squareFeet,6260.0,singleFamily,1976
Phoenix,512500,1732,squareFeet,7169.0,singleFamily,1962
Phoenix,387500,1558,squareFeet,4166.0,singleFamily,2018
Phoenix,615000,2431,squareFeet,8938.0,singleFamily,1970
Phoenix,1300000,2242,squareFeet,6490.0,singleFamily,2023
Phoenix,260000,1336,squareFeet,6376.0,singleFamily,1954
Phoenix,865000,2288,squareFeet,9889.0,singleFamily,1972
Phoenix,380000,1600,squareFeet,4950.0,singleFamily,2004
Phoenix,675000,2132,squareFeet,6503.0,singleFamily,2001
Phoenix,600000,1316,squareFeet,8764.0,singleFamily,1904
Phoenix,350000,2103,squareFeet,3750.0,singleFamily,2004
Phoenix,622000,3101,acres,0.522910927456382,singleFamily,1994
Phoenix,425000,1800,squareFeet,8184.0,singleFamily,1983
Phoenix,375000,1432,squareFeet,6963.0,singleFamily,1986
Phoenix,517500,1948,squareFeet,5963.0,singleFamily,2021
Phoenix,1999999,4822,acres,0.3953397612488522,singleFamily,2008
Phoenix,750000,2134,squareFeet,10129.0,singleFamily,1977
Phoenix,690000,2253,acres,0.6774334251606979,singleFamily,1951
Phoenix,1175000,3495,acres,0.3988751147842057,singleFamily,1976
Phoenix,285000,1200,acres,0.2930211202938476,manufactured,1970
Phoenix,575000,1948,squareFeet,7505.0,singleFamily,1978
Phoenix,649900,2224,squareFeet,7993.0,singleFamily,1987
Phoenix,375000,2139,squareFeet,7200.0,singleFamily,2006
Phoenix,398000,1452,squareFeet,6551.0,singleFamily,1969
San Antonio,445000,4416,acres,0.29500000000000004,singleFamily,1993
San Antonio,325000,2400,squareFeet,6708.24,singleFamily,1994
San Antonio,399000,2538,squareFeet,8712.0,singleFamily,2015
San Antonio,377000,2678,squareFeet,7143.84,singleFamily,2023
San Antonio,550000,2935,squareFeet,10105.92,singleFamily,2006
San Antonio,159999,1436,squareFeet,7143.84,singleFamily,1986
San Antonio,444900,2483,squareFeet,9844.56,singleFamily,1984
San Antonio,587500,3257,squareFeet,7187.4,singleFamily,2018
San Antonio,828900,3455,squareFeet,7187.4,singleFamily,2016
San Antonio,349900,2540,squareFeet,10541.52,singleFamily,1979
San Antonio,450000,3224,squareFeet,8450.64,singleFamily,2006
San Antonio,135900,1740,squareFeet,6098.4,singleFamily,1986
San Antonio,699000,2418,acres,0.25,singleFamily,1954
San Antonio,675000,3165,squareFeet,10193.04,singleFamily,2006
San Antonio,315000,2477,squareFeet,5662.8,singleFamily,2007
San Antonio,225000,1135,squareFeet,4617.36,singleFamily,2003
San Antonio,209900,2143,squareFeet,7666.56,singleFamily,1982
San Antonio,109999,840,squareFeet,6838.92,singleFamily,1915
San Antonio,330000,1601,squareFeet,5532.12,singleFamily,2004
San Antonio,418000,3478,squareFeet,7230.96,singleFamily,2001
San Antonio,189900,2018,squareFeet,5749.92,singleFamily,2005
San Antonio,275000,1685,squareFeet,8276.4,singleFamily,1969
San Antonio,320000,2226,squareFeet,2744.28,singleFamily,2007
San Antonio,320000,2268,squareFeet,10280.16,singleFamily,2007
San Antonio,305000,2424,squareFeet,7535.88,singleFamily,2003
San Diego,699999,1735,squareFeet,5662.8,singleFamily,1968
San Diego,889900,2021,squareFeet,4791.6,singleFamily,2005
San Diego,2198300,2539,squareFeet,4791.6,singleFamily,1985
San Diego,1389000,1699,acres,0.32999999999999996,singleFamily,1963
San Diego,799000,2483,squareFeet,4791.6,singleFamily,1945
San Diego,19800000,8927,acres,0.49000000000000005,singleFamily,1995
San Diego,1785000,2412,squareFeet,7405.2,singleFamily,1972
San Diego,250000,1656,acres,42.88,manufactured,1970
San Diego,499950,1050,squareFeet,6500.0,singleFamily,1956
San Diego,1129000,1309,acres,0.27,singleFamily,1960
San Diego,1695000,1624,squareFeet,5662.8,singleFamily,1929
San Diego,575000,1462,squareFeet,1742.4,singleFamily,1972
San Diego,1025000,1720,squareFeet,10200.0,singleFamily,1963
San Diego,705000,1566,squareFeet,5662.8,singleFamily,1986
San Diego,3050000,2647,squareFeet,5227.2,singleFamily,1916
San Diego,750000,1136,squareFeet,5662.8,singleFamily,1929
San Diego,849999,2048,squareFeet,6969.6,singleFamily,1985
Dallas,985000,3609,acres,0.29,singleFamily,1995
Dallas,479900,2076,squareFeet,8058.6,singleFamily,1958
Dallas,690000,2404,squareFeet,8407.08,singleFamily,1976
Dallas,395000,2000,squareFeet,7535.88,singleFamily,2024
Dallas,280000,1111,acres,0.984,condo,1925
Dallas,249900,1440,squareFeet,8189.28,singleFamily,1955
Dallas,1175000,3630,squareFeet,9452.52,singleFamily,1977
Dallas,1050000,2793,squareFeet,5488.56,singleFamily,2000
Dallas,4475000,8343,acres,0.42000000000000004,singleFamily,2023
Dallas,995000,2370,acres,0.28200000000000003,singleFamily,1953
Dallas,10470340,11858,acres,0.96,singleFamily,2023
Dallas,64000000,27092,acres,15.687,singleFamily,1938
Dallas,378000,2163,squareFeet,7710.12,singleFamily,2022
Dallas,175000,1626,squareFeet,7884.36,singleFamily,1966
Dallas,340000,1344,acres,0.41,condo,1980
Dallas,770000,2379,acres,0.462,singleFamily,1957
Dallas,764900,1434,squareFeet,7013.16,singleFamily,1940
Dallas,129000,1226,squareFeet,3310.56,singleFamily,2000
Dallas,449000,2153,squareFeet,8276.4,singleFamily,1989
Dallas,370000,2200,squareFeet,7666.56,singleFamily,2024
Dallas,2295000,4557,squareFeet,7448.76,singleFamily,2014
Dallas,689900,2267,acres,0.27999999999999997,singleFamily,1960
Dallas,279900,1762,acres,11.051,condo,1968
Dallas,1300000,2919,acres,0.317,singleFamily,1970
Dallas,9500000,8471,acres,0.813,singleFamily,2025
San Jose,1499000,1792,squareFeet,5323.0,singleFamily,2001
San Jose,999000,1040,squareFeet,4800.0,singleFamily,1926
San Jose,2898000,2619,squareFeet,6720.0,singleFamily,2012
San Jose,1148888,1300,squareFeet,5662.8,singleFamily,1971
San Jose,1299000,1446,squareFeet,6480.0,singleFamily,1973
San Jose,999000,1628,squareFeet,5649.732,singleFamily,1927
San Jose,2499000,2647,squareFeet,7392.0,singleFamily,1969
San Jose,2650000,1592,squareFeet,8125.0,singleFamily,1958
San Jose,1948000,1672,squareFeet,6180.0,singleFamily,1960
San Jose,1460000,1201,squareFeet,5616.0,singleFamily,1955
San Jose,1450000,1472,squareFeet,5616.0,singleFamily,1911
San Jose,875000,1408,squareFeet,6348.0,multiFamily,1925
San Jose,880000,1015,squareFeet,9408.96,townhome,1964
San Jose,899999,1189,squareFeet,5520.0,singleFamily,1915
San Jose,1349000,1470,squareFeet,2500.0,singleFamily,1985
San Jose,888520,1293,squareFeet,8040.0,singleFamily,1976
San Jose,1998000,2083,squareFeet,8050.0,singleFamily,1969
San Jose,990000,1198,squareFeet,5758.632,singleFamily,1959
San Jose,2198000,2507,squareFeet,5068.0,singleFamily,1998
San Jose,2288000,2314,squareFeet,6968.0,singleFamily,1998
San Jose,1750000,1593,squareFeet,6800.0,singleFamily,1968
San Jose,1649000,1798,squareFeet,6900.0,singleFamily,1979
San Jose,1888520,1775,acres,0.2746097337006428,singleFamily,1952
San Jose,1749500,1620,acres,0.4035812672176309,singleFamily,1991
Austin,389000,1220,squareFeet,7000.092,singleFamily,1972
Austin,1649999,3455,acres,0.34409999999999996,singleFamily,1980
Austin,699900,1800,acres,1.8328,singleFamily,1980
Austin,545000,2426,squareFeet,7862.58,singleFamily,1994
Austin,3410000,4741,acres,0.3,singleFamily,1972
Austin,268000,1350,squareFeet,8041.176,singleFamily,2021
Austin,330364,1124,squareFeet,1293.732,townhome,2025
Austin,599900,1979,squareFeet,10410.84,singleFamily,2011
Austin,439000,2612,squareFeet,7514.1,singleFamily,2017
Austin,200000,1621,squareFeet,8951.58,singleFamily,1981
Austin,299000,2016,acres,2.005,manufactured,2001
Austin,299000,1422,squareFeet,8494.2,singleFamily,1964
Austin,205000,1050,squareFeet,7405.2,singleFamily,1995
Austin,569900,1891,squareFeet,10702.692,singleFamily,1983
Austin,775000,3350,squareFeet,8398.368,singleFamily,2008
Austin,550000,1738,acres,1.004,singleFamily,1980
Austin,1495000,2019,acres,0.2755,singleFamily,1978
Austin,13900000,15394,acres,20.0,singleFamily,2004
Austin,289900,2160,squareFeet,10733.184,singleFamily,1977
Austin,250000,2035,squareFeet,5275.116,singleFamily,1999
Austin,410000,992,squareFeet,7736.256,singleFamily,1967
Austin,650000,996,squareFeet,6211.656,singleFamily,1936
Austin,505000,1615,squareFeet,8790.408,singleFamily,1975
Indianapolis,279900,1897,acres,0.32,singleFamily,1971
Indianapolis,479990,4618,acres,0.33999999999999997,singleFamily,1957
Indianapolis,1750000,3466,squareFeet,8712.0,singleFamily,1987
Indianapolis,650000,3028,squareFeet,6534.0,singleFamily,2006
Indianapolis,200000,1629,acres,0.61,singleFamily,1959
Indianapolis,479900,4478,acres,0.41,singleFamily,1965
Indianapolis,220000,1216,squareFeet,8712.0,singleFamily,1959
Indianapolis,165000,1188,squareFeet,7840.8,singleFamily,2003
Indianapolis,265000,1612,acres,0.35,singleFamily,1989
Indianapolis,295000,1988,acres,0.33999999999999997,singleFamily,1981
Indianapolis,225000,1041,squareFeet,6969.6,singleFamily,1998
Indianapolis,270000,2352,squareFeet,10018.8,singleFamily,1974
Indianapolis,239900,3270,acres,0.41,singleFamily,1941
Indianapolis,250000,1464,acres,0.45999999999999996,singleFamily,1958
Indianapolis,379000,2103,squareFeet,5662.8,singleFamily,1929
Indianapolis,289900,2829,acres,0.33999999999999997,singleFamily,1948
Indianapolis,150000,,acres,0.31,multiFamily,1910
Indianapolis,350000,2060,acres,0.8,singleFamily,1987
Indianapolis,450000,4948,acres,0.45999999999999996,singleFamily,1934
Indianapolis,399990,2660,acres,0.42000000000000004,singleFamily,1975
Indianapolis,174900,1740,squareFeet,10454.4,singleFamily,1972
Indianapolis,264900,1625,acres,0.35,singleFamily,1959
Indianapolis,489999,2240,squareFeet,2178.0,singleFamily,2019
Indianapolis,325000,2340,squareFeet,6098.4,singleFamily,1910
Indianapolis,234000,1292,squareFeet,5662.8,singleFamily,1997
Jacksonville,425000,1483,squareFeet,6098.4,singleFamily,1923
Jacksonville,375000,2302,acres,0.29,singleFamily,1993
Jacksonville,545000,2092,squareFeet,9147.6,singleFamily,1980
Jacksonville,699000,2787,acres,0.51,singleFamily,1949
Jacksonville,799000,3206,acres,0.4,singleFamily,1982
Jacksonville,715000,3273,squareFeet,9147.6,singleFamily,2004
Jacksonville,395000,1742,acres,0.32999999999999996,singleFamily,1978
Jacksonville,340000,1706,squareFeet,10454.4,singleFamily,1979
Jacksonville,250000,1710,squareFeet,8712.0,singleFamily,1993
Jacksonville,25000,1028,squareFeet,7840.8,singleFamily,1961
Jacksonville,210000,980,squareFeet,10454.4,singleFamily,1938
Jacksonville,288000,2209,acres,0.27999999999999997,singleFamily,1963
Jacksonville,575000,2711,squareFeet,9583.2,singleFamily,2008
Jacksonville,100000,1761,squareFeet,5662.8,singleFamily,2009
Jacksonville,275000,2344,squareFeet,5662.8,singleFamily,1953
Jacksonville,389000,2114,acres,0.32999999999999996,singleFamily,2022
Jacksonville,585000,2919,squareFeet,6969.6,singleFamily,2013
Jacksonville,319900,1500,squareFeet,10454.4,singleFamily,2023
Jacksonville,299500,1712,acres,1.8,singleFamily,1982
Jacksonville,365000,1776,acres,0.25,singleFamily,1963
Jacksonville,328000,1900,squareFeet,6969.6,singleFamily,2003
Jacksonville,50000,1260,squareFeet,6534.0,singleFamily,1916
Jacksonville,160000,1104,squareFeet,5662.8,manufactured,1976
Jacksonville,155000,1530,acres,0.27999999999999997,singleFamily,1960
Jacksonville,325000,1268,squareFeet,9147.6,singleFamily,1959
San Francisco,1349000,1168,acres,2.8212,condo,2012
San Francisco,1495000,2285,squareFeet,2060.388,singleFamily,1929
San Francisco,848000,1714,squareFeet,2495.988,singleFamily,1923
San Francisco,1195000,1329,acres,1.1191,condo,2006
San Francisco,1799000,1398,squareFeet,1787.0,condo,1911
San Francisco,1459000,2210,squareFeet,2461.14,singleFamily,1905
San Francisco,1195000,1705,squareFeet,2966.436,singleFamily,1941
San Francisco,1788888,2067,squareFeet,2453.0,singleFamily,1937
San Francisco,998000,1187,squareFeet,2186.0,singleFamily,1946
San Francisco,359466,1109,acres,1.0812,condo,2009
San Francisco,995000,835,squareFeet,2735.568,singleFamily,1925
San Francisco,1395000,1450,squareFeet,2500.344,condo,1907
San Francisco,799000,1168,squareFeet,2500.0,singleFamily,1900
San Francisco,1098000,1450,squareFeet,3001.284,singleFamily,1927
San Francisco,995000,1660,squareFeet,2374.02,singleFamily,1939
San Francisco,2195000,3825,squareFeet,2247.696,multiFamily,1911
San Francisco,14888000,5223,acres,1.7311,condo,2016
San Francisco,6395000,3715,squareFeet,3720.024,singleFamily,1914
San Francisco,825000,1175,squareFeet,6993.0,condo,1972
San Francisco,1650000,1395,squareFeet,3545.784,singleFamily,1926
San Francisco,899000,1515,squareFeet,3358.0,singleFamily,1924
San Francisco,998000,1534,squareFeet,2482.92,singleFamily,1941
San Francisco,332652,1180,squareFeet,9453.0,condo,1906
San Francisco,1495000,3132,squareFeet,3327.984,multiFamily,1900
San Francisco,998888,1328,squareFeet,2500.344,singleFamily,1946
Columbus,350000,2350,acres,0.45,singleFamily,1959
Columbus,350000,1900,squareFeet,6534.0,singleFamily,1999
Columbus,184900,888,squareFeet,8276.4,singleFamily,1957
Columbus,689900,2207,squareFeet,10018.8,singleFamily,1949
Columbus,375000,1534,squareFeet,7405.2,singleFamily,1979
Columbus,315000,1344,acres,0.38,singleFamily,1986
Columbus,325000,1435,squareFeet,6534.0,singleFamily,1987
Columbus,200000,1500,squareFeet,6534.0,singleFamily,1957
Columbus,315000,2132,squareFeet,5662.8,singleFamily,2003
Columbus,1195000,4139,acres,0.74,singleFamily,1920
Columbus,369900,1540,squareFeet,2613.6,singleFamily,1900
Columbus,197600,1787,squareFeet,6969.6,singleFamily,1999
Columbus,225000,1064,squareFeet,871.2,condo,1988
Columbus,285000,1434,squareFeet,6969.6,singleFamily,2004
Columbus,211900,1819,squareFeet,5227.2,singleFamily,1942
Columbus,335000,1020,squareFeet,6098.4,singleFamily,1942
Columbus,239900,979,squareFeet,5662.8,singleFamily,1953
Columbus,425000,1600,squareFeet,4356.0,singleFamily,2019
Columbus,319900,1950,acres,0.35,singleFamily,1956
Columbus,294900,2316,squareFeet,10454.4,singleFamily,1978
Columbus,348900,1535,squareFeet,4791.6,singleFamily,1930
Columbus,399900,1853,squareFeet,7405.2,singleFamily,1993
Columbus,479900,1720,squareFeet,3484.8,singleFamily,1920
Columbus,415000,1027,squareFeet,5227.2,singleFamily,1947
Columbus,519999,2755,squareFeet,8276.4,singleFamily,2000
Charlotte,430000,2331,acres,0.27,singleFamily,1991
Charlotte,650000,3463,acres,0.33,singleFamily,1993
Charlotte,275000,2888,acres,0.241,singleFamily,2006
Charlotte,410000,2527,acres,0.18,singleFamily,2004
Charlotte,499900,1738,acres,0.104,singleFamily,2004
Charlotte,250000,1620,acres,0.098,singleFamily,1996
Charlotte,650000,1852,acres,0.4,singleFamily,1967
Charlotte,795000,1569,acres,0.31,singleFamily,1954
Charlotte,600000,1420,acres,4.0,singleFamily,1992
Charlotte,825000,3183,acres,0.37,singleFamily,1987
Charlotte,329000,1608,acres,0.28,singleFamily,1963
Charlotte,1750000,4598,acres,0.254,singleFamily,1987
Charlotte,1725000,3365,acres,0.8,singleFamily,1962
Charlotte,499900,1603,acres,0.459,singleFamily,1986
Charlotte,465000,1682,acres,0.27,singleFamily,1958
Charlotte,550000,3300,acres,0.19,singleFamily,2018
Charlotte,2400000,3782,acres,0.32,singleFamily,1936
Charlotte,2150000,3936,acres,0.461,singleFamily,2017
Charlotte,310000,1161,acres,0.22,singleFamily,1961
Charlotte,840000,2690,acres,0.3,singleFamily,1984
Charlotte,445000,2355,acres,0.14,singleFamily,2005
Charlotte,375000,1562,acres,0.29,singleFamily,1991
Fort Worth,680000,3862,squareFeet,10541.52,singleFamily,2020
Fort Worth,75000,3458,squareFeet,6969.6,singleFamily,2008
Fort Worth,100000,1881,squareFeet,5749.92,singleFamily,2023
Fort Worth,175000,1399,squareFeet,9016.92,singleFamily,1952
Fort Worth,75000,1775,squareFeet,5227.2,singleFamily,2004
Fort Worth,219500,1829,acres,0.2828,singleFamily,1970
Fort Worth,396000,2718,squareFeet,5488.56,singleFamily,2007
Fort Worth,290000,1689,squareFeet,10497.96,singleFamily,1960
Fort Worth,269900,1783,squareFeet,9801.0,singleFamily,1962
Fort Worth,305000,1614,squareFeet,7975.836,singleFamily,2002
Fort Worth,275000,2160,squareFeet,10018.8,singleFamily,1976
Fort Worth,249950,1684,squareFeet,6490.44,singleFamily,2019
Fort Worth,410000,2014,squareFeet,9931.68,singleFamily,2014
Fort Worth,399900,2003,squareFeet,5488.56,singleFamily,2016
Fort Worth,280000,1402,squareFeet,5749.92,singleFamily,1987
Fort Worth,1490000,5081,acres,1.117,singleFamily,2015
Fort Worth,519900,3359,acres,0.278,singleFamily,1979
Fort Worth,235000,1082,squareFeet,7666.56,singleFamily,2003
Fort Worth,215000,1711,squareFeet,8712.0,singleFamily,1982
Fort Worth,290000,2948,squareFeet,6795.36,singleFamily,1986
Fort Worth,299900,2157,squareFeet,6534.0,singleFamily,2015
Fort Worth,317900,1600,squareFeet,5000.688,singleFamily,2025
Fort Worth,226000,1372,squareFeet,7013.16,singleFamily,1984
Fort Worth,287000,2318,squareFeet,8842.68,singleFamily,1972
Fort Worth,305000,1316,squareFeet,5488.56,singleFamily,2022
Detroit,1250000,35029,acres,2.06,singleFamily,1920
Detroit,1899000,7056,acres,0.39,singleFamily,1915
Detroit,215000,1515,squareFeet,6534.0,singleFamily,1936
Detroit,499000,2886,squareFeet,6098.4,singleFamily,1915
Detroit,185000,2256,squareFeet,6534.0,multiFamily,1941
Detroit,450000,4138,acres,0.25,singleFamily,1924
Detroit,574900,4300,acres,0.39,singleFamily,1910
Detroit,7000000,24000,acres,4.76,singleFamily,1926
Detroit,160000,3150,squareFeet,5227.2,singleFamily,1935
Detroit,99900,1775,squareFeet,3920.4,singleFamily,1936
Detroit,139900,2150,squareFeet,5227.2,singleFamily,1959
Detroit,10000,2427,squareFeet,3000.0,singleFamily,1910
Detroit,1,1716,squareFeet,3920.4,singleFamily,1926
Detroit,180000,1263,squareFeet,5227.2,singleFamily,1930
Detroit,285000,1969,squareFeet,4356.0,singleFamily,1928
Detroit,799000,4475,squareFeet,8712.0,singleFamily,1924
Detroit,139900,1181,squareFeet,4356.0,singleFamily,1951
Detroit,100000,1264,squareFeet,5227.2,singleFamily,1949
Detroit,1245400,8173,acres,0.45,singleFamily,1913
Detroit,150000,1625,squareFeet,3920.4,singleFamily,1927
Detroit,154900,1690,squareFeet,4791.6,singleFamily,1940
Detroit,180000,2300,squareFeet,4791.6,multiFamily,1925
Detroit,249000,2552,squareFeet,3920.4,multiFamily,1909
Detroit,229900,2100,squareFeet,3920.4,singleFamily,1930
El Paso,270000,4060,squareFeet,8276.4,singleFamily,1969
El Paso,199000,1316,squareFeet,6098.4,singleFamily,1971
El Paso,197770,1375,squareFeet,8712.0,multiFamily,1941
El Paso,235000,1984,squareFeet,5662.8,singleFamily,2010
El Paso,759000,4583,acres,0.42000000000000004,singleFamily,1954
El Paso,279000,1994,squareFeet,3920.4,townhome,1981
El Paso,219975,1383,squareFeet,6534.0,singleFamily,1977
El Paso,260000,1356,squareFeet,7840.8,singleFamily,1986
El Paso,485000,2503,squareFeet,8276.4,singleFamily,2002
El Paso,249000,1439,squareFeet,5662.8,singleFamily,1994
El Paso,335000,2266,squareFeet,9583.2,singleFamily,1966
El Paso,405000,2586,squareFeet,8276.4,singleFamily,1995
El Paso,238000,1449,squareFeet,4791.6,singleFamily,2019
El Paso,327000,2679,squareFeet,5227.2,singleFamily,2011
El Paso,179999,1036,squareFeet,5227.2,singleFamily,2000
El Paso,315000,2605,squareFeet,6534.0,singleFamily,2003
El Paso,399990,2480,squareFeet,9583.2,singleFamily,2010
El Paso,368500,2123,squareFeet,6534.0,singleFamily,2018
El Paso,649000,3910,acres,0.32999999999999996,singleFamily,1978
El Paso,410000,2155,squareFeet,9147.6,singleFamily,1999
El Paso,225000,1378,squareFeet,6098.4,singleFamily,1993
El Paso,219999,1686,squareFeet,8276.4,singleFamily,1980
El Paso,259999,1972,squareFeet,5227.2,singleFamily,1994
El Paso,285000,2037,squareFeet,10454.4,singleFamily,1961
El Paso,175000,1756,squareFeet,9583.2,singleFamily,1950
Memphis,499000,,acres,0.48,singleFamily,1974
Memphis,395000,,acres,0.42000000000000004,singleFamily,1952
Memphis,495000,,acres,0.38,singleFamily,1980
Memphis,679000,,acres,0.7,singleFamily,1951
Memphis,349000,,acres,0.25,singleFamily,1958
Memphis,125000,,squareFeet,9583.2,singleFamily,1960
Memphis,420000,,acres,0.65,singleFamily,1926
Memphis,285900,,acres,0.27,singleFamily,1986
Memphis,249000,,squareFeet,3049.2,singleFamily,2007
Memphis,129900,,squareFeet,3920.4,singleFamily,2004
Memphis,310000,,squareFeet,10454.4,singleFamily,1956
Memphis,5000,,acres,2.09,land,
Memphis,185000,,acres,0.25,singleFamily,1971
Memphis,1000000,,acres,100.64,singleFamily,1955
Memphis,285000,,squareFeet,871.2,condo,2007
Memphis,400000,,squareFeet,5662.8,singleFamily,1943
Memphis,180000,,acres,0.8699999999999999,singleFamily,1954
Memphis,249901,,acres,0.3,singleFamily,1957
Memphis,332880,,squareFeet,10454.4,singleFamily,1955
Memphis,150000,,squareFeet,10454.4,singleFamily,1980
Memphis,599000,,acres,0.38,singleFamily,1967
Memphis,625000,,acres,3.35,singleFamily,1999
Memphis,369900,,acres,0.8300000000000001,singleFamily,1922
Memphis,50000,,squareFeet,9583.2,singleFamily,1911
Memphis,439000,,acres,0.52,singleFamily,1987
